step,loss_s,loss_l,cos_sim,mse,norm_short,norm_long
1,0.246331,0.243501,-0.038679,0.081457,0.198143,0.197715
1000,0.217605,0.238727,-0.092181,0.252920,0.381066,0.233060
2000,0.222828,0.239391,-0.092502,0.312827,0.426096,0.238471
3000,0.233600,0.238917,-0.079592,0.315298,0.430928,0.235382
4000,0.222970,0.239549,-0.091967,0.324648,0.434806,0.237060
5000,0.207245,0.238726,-0.093975,0.352547,0.439288,0.245775
6000,0.224047,0.239377,-0.118925,0.380454,0.453452,0.245109
7000,0.221784,0.239105,-0.111036,0.298831,0.413098,0.239942
8000,0.241794,0.239253,-0.069030,0.360219,0.451773,0.239687
9000,0.211877,0.238994,-0.067557,0.382444,0.461400,0.247392
10000,0.210428,0.238798,-0.089148,0.336623,0.444406,0.246570
11000,0.210431,0.238776,-0.103546,0.361610,0.446713,0.248287
12000,0.205856,0.238511,-0.091203,0.354688,0.440249,0.243279
13000,0.199086,0.238221,-0.063619,0.321221,0.412654,0.240043
14000,0.195593,0.238207,-0.091854,0.372651,0.447708,0.249924
15000,0.228665,0.238400,-0.103339,0.351253,0.434838,0.240897
16000,0.197207,0.236800,-0.116117,0.378437,0.445139,0.247876
17000,0.195934,0.238866,-0.091920,0.419452,0.464942,0.246510
18000,0.191357,0.238201,-0.114056,0.394761,0.451297,0.246432
19000,0.206578,0.239189,-0.111102,0.361706,0.434305,0.246560
20000,0.189173,0.237485,-0.110804,0.362290,0.441576,0.248148
21000,0.194381,0.238907,-0.105953,0.419387,0.465433,0.248554
22000,0.173068,0.238407,-0.089856,0.393085,0.452633,0.245795
23000,0.207580,0.239932,-0.094897,0.482951,0.484691,0.247699
24000,0.207743,0.237400,-0.086943,0.366559,0.444883,0.241889
25000,0.180473,0.238402,-0.062581,0.459383,0.476854,0.249487
26000,0.188814,0.239298,-0.072179,0.407620,0.454046,0.245734
27000,0.222049,0.239849,-0.081002,0.520847,0.504495,0.246427
28000,0.182855,0.237765,-0.042550,0.353747,0.429633,0.249690
29000,0.198897,0.239326,-0.054583,0.469375,0.487376,0.249059
30000,0.197128,0.237931,-0.069032,0.339680,0.434896,0.248021
31000,0.195369,0.239590,-0.067372,0.404931,0.453800,0.250407
32000,0.185860,0.239974,-0.076741,0.439094,0.472540,0.252529
33000,0.179169,0.237732,-0.053545,0.461772,0.481496,0.249369
34000,0.195797,0.239025,-0.060655,0.383484,0.458080,0.245856
35000,0.173572,0.239635,-0.056058,0.378027,0.441848,0.249307
36000,0.174332,0.238075,-0.054340,0.415110,0.472987,0.250906
37000,0.166030,0.239291,-0.050328,0.340422,0.442630,0.251992
38000,0.172325,0.238941,-0.054306,0.362129,0.440357,0.246078
39000,0.181178,0.238103,-0.038168,0.398732,0.456231,0.253016
40000,0.165119,0.237858,-0.011461,0.527251,0.507267,0.250780
41000,0.169533,0.238184,0.054970,0.351586,0.446855,0.253216
42000,0.173495,0.238945,0.039033,0.464664,0.497832,0.255578
43000,0.211113,0.239172,0.033484,0.380006,0.452979,0.247916
44000,0.170437,0.236796,0.025296,0.321221,0.433159,0.248528
45000,0.159297,0.238020,-0.010451,0.510275,0.489553,0.256039
46000,0.159546,0.237196,0.006925,0.449034,0.486986,0.251642
47000,0.207918,0.238902,-0.028089,0.588817,0.510210,0.253134
48000,0.180855,0.239704,-0.001179,0.507707,0.493434,0.251647
49000,0.179627,0.239602,0.024324,0.499032,0.502871,0.256452
50000,0.227128,0.237285,0.042006,0.377104,0.457231,0.250966
0.041609957814216614
