
=== OneRoom  lagrange_mult=0.001  (20260802_232246) ===
 65000-70000    0.0780          5    
 70000-75000    0.0767          5    
 75000-80000    0.0762          5    
 80000-85000    0.0722          5    
 85000-90000    0.0697          5    
 90000-95000    0.0721          5    
 95000-100000   0.0726          5    
100000-105000   0.0605          5    
105000-110000   0.0695          5    
110000-115000   0.0675          5    
115000-120000   0.0663          5    
120000-125000   0.0620          5    
125000-130000   0.0678          5    
130000-135000   0.0722          5    
135000-140000   0.0808          5    
140000-145000   0.0670          5    
145000-150000   0.0677          5    
150000-155000   0.0590          5    
155000-160000   0.0628          5    
160000-165000   0.0600          5    
165000-170000   0.0639          5    
170000-175000   0.0564          5    
175000-180000   0.0748          5    
180000-185000   0.0601          5    
185000-190000   0.0501          5    
190000-195000   0.0479          5    
195000-200000   0.0564          5    
200000-205000   0.0647          5    
205000-210000   0.0577          5    
210000-215000   0.0687          5    
215000-220000   0.0632          5    
220000-225000   0.0735          5    
225000-230000   0.0638          5    
230000-235000   0.0535          5    
235000-240000   0.0594          5    
240000-245000   0.0819          5    
245000-250000   0.0740          5    
250000-255000   0.0540          5    
255000-260000   0.0547          5    
260000-265000   0.0436          5    
265000-270000   0.0318          5    
270000-275000   0.0528          5    
275000-280000   0.0631          5    
280000-285000   0.0506          5    
285000-290000   0.0604          5    
290000-295000   0.0564          5    
295000-300000   0.0620          5    

=== HardMaze  lagrange_mult=0.03  (20260802_232246) ===
steps           avg loss_total  n    
     0-5000     0.0951          6    
  5000-10000    0.0894          5    
 10000-15000    0.0894          5    
 15000-20000    0.0894          5    
 20000-25000    0.0874          5    
 25000-30000    0.0844          5    
 30000-35000    0.0833          5    
 35000-40000    0.0820          5    
 40000-45000    0.0799          5    
 45000-50000    0.0806          5    
 50000-55000    0.0788          5    
 55000-60000    0.0795          5    
 60000-65000    0.0800          5    
 65000-70000    0.0788          5    
 70000-75000    0.0779          5    
 75000-80000    0.0734          5    
 80000-85000    0.0740          5    
 85000-90000    0.0754          5    
 90000-95000    0.0721          5    
 95000-100000   0.0719          5    
100000-105000   0.0631          5    
105000-110000   0.0735          5    
110000-115000   0.0706          5    
115000-120000   0.0657          5    
120000-125000   0.0675          5    
125000-130000   0.0655          5    
130000-135000   0.0650          5    
135000-140000   0.0716          5    
140000-145000   0.0526          5    
145000-150000   0.0575          5    
150000-155000   0.0662          5    
155000-160000   0.0521          5    
160000-165000   0.0573          5    
165000-170000   0.0607          5    
170000-175000   0.0614          5    
175000-180000   0.1585          5    
180000-185000   0.0594          5    
185000-190000   0.0578          5    
190000-195000   0.0467          5    
195000-200000   0.0524          5    
200000-205000   0.0522          5    
205000-210000   0.0553          5    
210000-215000   0.0263          5    
215000-220000   0.0774          5    
220000-225000   0.0642          5    
225000-230000   0.1167          5    
230000-235000   0.0508          5    
235000-240000   0.0494          5    
240000-245000   0.0584          5    
245000-250000   0.0545          5    
250000-255000   0.0511          5    
255000-260000   0.0591          5    
260000-265000   0.0621          5    
265000-270000   0.0558          5    
270000-275000   0.0550          5    
275000-280000   0.0580          5    
280000-285000   0.0712          5    
285000-290000   0.0411          5    
290000-295000   0.0485          5    
295000-300000   0.0728          5    

=== HardMaze  lagrange_mult=0.1  (20260802_232246) ===
steps           avg loss_total  n    
     0-5000     0.0951          6    
  5000-10000    0.0888          5    
 10000-15000    0.0888          5    
 15000-20000    0.0880          5    
 20000-25000    0.0857          5    
 25000-30000    0.0835          5    
 30000-35000    0.0808          5    
 35000-40000    0.0809          5    
 40000-45000    0.0793          5    
 45000-50000    0.0788          5    
 50000-55000    0.0787          5    
 55000-60000    0.0790          5    
 60000-65000    0.0787          5    
 65000-70000    0.0773          5    
 70000-75000    0.0785          5    
 75000-80000    0.0735          5    
 80000-85000    0.0736          5    
 85000-90000    0.0789          5    
 90000-95000    0.0787          5    
 95000-100000   0.0783          5    
100000-105000   0.0777          5    
105000-110000   0.0743          5    
110000-115000   0.0719          5    
115000-120000   0.0668          5    
120000-125000   0.0727          5    
125000-130000   0.0647          5    
130000-135000   0.0592          5    
135000-140000   0.0619          5    
140000-145000   0.0558          5    
145000-150000   0.0718          5    
150000-155000   0.0628          5    
155000-160000   0.0536          5    
160000-165000   0.0590          5    
165000-170000   0.0581          5    
170000-175000   0.0532          5    
175000-180000   0.0558          5    
180000-185000   0.0522          5    
185000-190000   0.0533          5    
190000-195000   0.0749          5    
195000-200000   0.0618          5    
200000-205000   0.0481          5    
205000-210000   0.0626          5    
210000-215000   0.0489          5    
215000-220000   0.0883          5    
220000-225000   0.0566          5    
225000-230000   0.0489          5    
230000-235000   0.0674          5    
235000-240000   0.0709          5    
240000-245000   0.0461          5    
245000-250000   0.0582          5    
250000-255000   0.0524          5    
255000-260000   0.0514          5    
260000-265000   0.0467          5    
265000-270000   0.0439          5    
270000-275000   0.0437          5    
275000-280000   0.0414          5    
280000-285000   0.0530          5    
285000-290000   0.0559          5    
290000-295000   0.0905          5    
295000-300000   0.0446          5    

=== HardMaze  lagrange_mult=0.3  (20260802_232246) ===
steps           avg loss_total  n    
     0-5000     0.0965          6    
  5000-10000    0.0911          5    
 10000-15000    0.0904          5    
 15000-20000    0.0896          5    
 20000-25000    0.0884          5    
 25000-30000    0.0869          5    
 30000-35000    0.0859          5    
 35000-40000    0.0838          5    
 40000-45000    0.0841          5    
 45000-50000    0.0825          5    
 50000-55000    0.0825          5    
 55000-60000    0.0828          5    
 60000-65000    0.0825          5    
 65000-70000    0.0826          5    
 70000-75000    0.0820          5    
 75000-80000    0.0821          5    
 80000-85000    0.0812          5    
 85000-90000    0.0754          5    
 90000-95000    0.0804          5    
 95000-100000   0.0706          5    
100000-105000   0.0754          5    
105000-110000   0.0807          5    
110000-115000   0.0777          5    
115000-120000   0.0815          5    
120000-125000   0.0681          5    
125000-130000   0.0763          5    
130000-135000   0.0735          5    
135000-140000   0.0905          5    
140000-145000   0.0600          5    
145000-150000   0.0833          5    
150000-155000   0.0727          5    
155000-160000   0.0546          5    
160000-165000   0.0826          5    
165000-170000   0.0703          5    
170000-175000   0.0633          5    
175000-180000   0.0728          5    
180000-185000   0.0556          5    
185000-190000   0.0675          5    
190000-195000   0.0629          5    
195000-200000   0.0650          5    
200000-205000   0.0786          5    
205000-210000   0.0599          5    
210000-215000   0.0423          5    
215000-220000   0.0514          5    
220000-225000   0.0726          5    
225000-230000   0.0551          5    
230000-235000   0.0658          5    
235000-240000   0.0454          5    
240000-245000   0.0872          5    
245000-250000   0.0709          5    
250000-255000   0.0591          5    
255000-260000   0.0405          5    
260000-265000   0.0937          5    
265000-270000   0.0895          5    
270000-275000   0.0606          5    
275000-280000   0.0487          5    
280000-285000   0.0442          5    
285000-290000   0.1341          5    
290000-295000   0.0473          5    
295000-300000   0.0476          5    

=== HardMaze  lagrange_mult=0.5  (20260802_232246) ===
steps           avg loss_total  n    
     0-5000     0.0969          6    
  5000-10000    0.0909          5    
 10000-15000    0.0902          5    
 15000-20000    0.0898          5    
 20000-25000    0.0896          5    
 25000-30000    0.0884          5    
 30000-35000    0.0865          5    
 35000-40000    0.0852          5    
 40000-45000    0.0845          5    
 45000-50000    0.0836          5    
 50000-55000    0.0840          5    
 55000-60000    0.0834          5    
 60000-65000    0.0837          5    
 65000-70000    0.0828          5    
 70000-75000    0.0774          5    
 75000-80000    0.0742          5    
 80000-85000    0.0807          5    
 85000-90000    0.0817          5    
 90000-95000    0.0792          5    
 95000-100000   0.0815          5    
100000-105000   0.0840          5    
105000-110000   0.0640          5    
110000-115000   0.0800          5    
115000-120000   0.0791          5    
120000-125000   0.0763          5    
125000-130000   0.0682          5    
130000-135000   0.0806          5    
135000-140000   0.0618          5    
140000-145000   0.0622          5    
145000-150000   0.0704          5    
150000-155000   0.0649          5    
155000-160000   0.0735          5    
160000-165000   0.1661          5    
165000-170000   0.0598          5    
170000-175000   0.0455          5    
175000-180000   0.0598          5    
180000-185000   0.0660          5    
185000-190000   0.0620          5    
190000-195000   0.1547          5    
195000-200000   0.0529          5    
200000-205000   0.0658          5    
205000-210000   0.0610          5    
210000-215000   0.0737          5    
215000-220000   0.0353          5    
220000-225000   0.0613          5    
225000-230000   0.0432          5    
230000-235000   0.0505          5    
235000-240000   0.0485          5    
240000-245000   0.0639          5    
245000-250000   0.0452          5    
250000-255000   0.0643          5    
255000-260000   0.0346          5    
260000-265000   0.1085          5    
265000-270000   0.0531          5    
270000-275000   0.0521          5    
275000-280000   0.0594          5    
280000-285000   0.0440          5    
285000-290000   0.0515          5    
290000-295000   0.0544          5    
295000-300000   0.0605          5    

=== HardMaze  lagrange_mult=0.9  (20260802_232246) ===
steps           avg loss_total  n    
     0-5000     0.0976          6    
  5000-10000    0.0928          5    
 10000-15000    0.0910          5    
 15000-20000    0.0904          5    
 20000-25000    0.0902          5    
 25000-30000    0.0886          5    
 30000-35000    0.0886          5    
 35000-40000    0.0877          5    
 40000-45000    0.0870          5    
 45000-50000    0.0857          5    
 50000-55000    0.0849          5    
 55000-60000    0.0853          5    
 60000-65000    0.0850          5    
 65000-70000    0.0801          5    
 70000-75000    0.0824          5    
 75000-80000    0.0846          5    
 80000-85000    0.0849          5    
 85000-90000    0.0799          5    
 90000-95000    0.0800          5    
 95000-100000   0.0755          5    
100000-105000   0.1207          5    
105000-110000   0.0801          5    
110000-115000   0.1055          5    
115000-120000   0.0762          5    
120000-125000   0.0803          5    
125000-130000   0.0839          5    
130000-135000   0.0811          5    
135000-140000   0.0658          5    
140000-145000   0.0678          5    
145000-150000   0.0573          5    
150000-155000   0.0749          5    
155000-160000   0.1082          5    
160000-165000   0.0796          5    
165000-170000   0.0620          5    
170000-175000   0.0613          5    
175000-180000   0.0801          5    
180000-185000   0.0580          5    
185000-190000   0.0507          5    
190000-195000   0.0690          5    
195000-200000   0.0572          5    
200000-205000   0.0677          5    
205000-210000   0.0847          5    
210000-215000   0.0553          5    
215000-220000   0.0469          5    
220000-225000   0.0536          5    
225000-230000   0.0619          5    
230000-235000   0.0480          5    
235000-240000   0.0515          5    
240000-245000   0.0653          5    
245000-250000   0.0408          5    
250000-255000   0.0394          5    
255000-260000   0.0425          5    
260000-265000   0.0655          5    
265000-270000   0.0593          5    
270000-275000   0.0622          5    
275000-280000   0.0615          5    
280000-285000   0.0610          5    
285000-290000   0.0577          5    
290000-295000   0.0703          5    
295000-300000   0.0478          5    
