step,loss_s,loss_l,cos_sim,mse,norm_short,norm_long
1,0.246580,0.248872,0.488484,0.029761,0.192129,0.133869
1000,0.224149,0.238450,0.232751,0.231655,0.421839,0.239368
2000,0.206027,0.238842,0.252743,0.226797,0.431593,0.238917
3000,0.215253,0.239624,0.275113,0.255051,0.466116,0.241190
4000,0.207575,0.238972,0.312863,0.285639,0.490070,0.237551
5000,0.216082,0.239311,0.355060,0.257535,0.475054,0.236026
6000,0.212446,0.239478,0.358413,0.280274,0.501335,0.241346
7000,0.232455,0.241042,0.385186,0.272750,0.500107,0.240453
8000,0.213329,0.239427,0.425460,0.251720,0.481593,0.241602
9000,0.203452,0.239872,0.447509,0.261981,0.497968,0.242769
10000,0.206626,0.239412,0.501396,0.244594,0.495404,0.249478
11000,0.195695,0.238730,0.525749,0.248101,0.494052,0.243554
12000,0.206298,0.237718,0.565281,0.226258,0.482732,0.244711
13000,0.197440,0.238925,0.574189,0.206341,0.466537,0.244477
14000,0.217916,0.240039,0.569579,0.225261,0.484878,0.243158
15000,0.197759,0.238748,0.563161,0.267030,0.507976,0.245539
16000,0.235271,0.239174,0.557142,0.306003,0.542424,0.248823
17000,0.203107,0.239237,0.562680,0.302821,0.535488,0.250610
18000,0.170068,0.238314,0.587243,0.331179,0.528635,0.251312
19000,0.184460,0.239167,0.583007,0.336800,0.543209,0.248397
20000,0.202557,0.237352,0.593952,0.243752,0.496325,0.252143
21000,0.166792,0.238145,0.553794,0.375536,0.563436,0.253374
22000,0.158120,0.238795,0.575969,0.275069,0.519501,0.243563
23000,0.155335,0.238905,0.566648,0.391065,0.560510,0.246354
24000,0.153725,0.236500,0.575194,0.390945,0.553747,0.246570
25000,0.143511,0.238906,0.557457,0.421320,0.571920,0.250233
26000,0.221173,0.239166,0.577966,0.431024,0.561010,0.252149
27000,0.138600,0.238655,0.570987,0.380222,0.562601,0.250683
28000,0.147008,0.238227,0.586440,0.412111,0.557461,0.256317
29000,0.178507,0.237621,0.555113,0.431843,0.570935,0.254137
30000,0.181292,0.239594,0.580936,0.439354,0.571121,0.248790
31000,0.188136,0.238326,0.559465,0.704659,0.653558,0.252288
32000,0.124758,0.239115,0.566180,0.528505,0.601391,0.254853
33000,0.120769,0.236659,0.563266,0.511225,0.614987,0.255040
34000,0.117762,0.237391,0.575053,0.400762,0.567532,0.247767
35000,0.133996,0.239609,0.556746,0.460300,0.591223,0.252898
36000,0.102026,0.237063,0.557141,0.598246,0.632930,0.251519
37000,0.139658,0.238054,0.522258,0.551856,0.631585,0.255323
38000,0.179805,0.238679,0.525579,0.689251,0.680625,0.255886
39000,0.102353,0.238504,0.550989,0.444244,0.579723,0.256168
40000,0.157255,0.237891,0.555654,0.579799,0.616604,0.258789
41000,0.132557,0.238260,0.544156,0.457475,0.599286,0.250431
42000,0.170702,0.238724,0.509049,0.662368,0.680265,0.259597
43000,0.134428,0.238066,0.551667,0.478643,0.598527,0.251494
44000,0.129805,0.238834,0.505696,0.542189,0.631884,0.262909
45000,0.080649,0.115761,0.546536,0.442268,0.573475,0.256368
46000,0.160640,0.238005,0.522794,0.585683,0.631703,0.256936
47000,0.106998,0.239373,0.518869,0.667254,0.651815,0.255456
48000,0.133861,0.240104,0.513024,0.689804,0.673872,0.258190
49000,0.092686,0.240106,0.526868,0.494273,0.603005,0.260011
50000,0.139854,0.237996,0.513887,0.621757,0.665753,0.257401
0.4979288578033447
