step,loss_s,loss_l,cos_sim,mse,norm_short,norm_long
1,0.244104,0.245861,0.176430,0.062619,0.215019,0.171279
1000,0.227911,0.239535,0.728161,0.134639,0.401273,0.232839
2000,0.221542,0.238575,0.747550,0.138234,0.423126,0.247265
3000,0.222046,0.238599,0.742815,0.177886,0.454899,0.244095
4000,0.210226,0.238898,0.748106,0.152508,0.426532,0.240729
5000,0.217502,0.239747,0.774323,0.153087,0.433479,0.252069
6000,0.206493,0.239235,0.761311,0.128639,0.429146,0.251273
7000,0.206983,0.239138,0.768791,0.159840,0.434819,0.250231
8000,0.207398,0.238176,0.766988,0.121468,0.413290,0.242465
9000,0.221244,0.239170,0.751466,0.143411,0.430764,0.244575
10000,0.214299,0.238184,0.761293,0.184189,0.443569,0.245476
11000,0.225773,0.240924,0.771679,0.138356,0.425200,0.248853
12000,0.231635,0.240558,0.773542,0.148417,0.445672,0.263538
13000,0.208010,0.239242,0.758949,0.152377,0.433830,0.246414
14000,0.212289,0.239694,0.760473,0.150178,0.436072,0.251482
15000,0.204207,0.238087,0.760712,0.163768,0.434682,0.246782
16000,0.204872,0.238002,0.754908,0.217253,0.465937,0.249874
17000,0.191041,0.238185,0.786361,0.126267,0.414776,0.252115
18000,0.201853,0.239055,0.757239,0.201865,0.450393,0.248715
19000,0.210505,0.237681,0.756382,0.207956,0.445673,0.245100
20000,0.202138,0.239726,0.758465,0.236546,0.480697,0.257934
21000,0.201837,0.239155,0.750431,0.227397,0.467923,0.251898
22000,0.189234,0.239135,0.766678,0.213444,0.444572,0.248584
23000,0.196839,0.239048,0.763555,0.220725,0.459963,0.252267
24000,0.204766,0.239198,0.741472,0.268706,0.483082,0.250236
25000,0.194423,0.239262,0.755378,0.302891,0.476100,0.252260
26000,0.193496,0.239318,0.754246,0.179915,0.450473,0.251141
27000,0.177689,0.238531,0.750893,0.228787,0.466556,0.251750
28000,0.187585,0.237999,0.741112,0.279702,0.483907,0.247729
29000,0.191284,0.238339,0.761598,0.158713,0.432982,0.250620
30000,0.213890,0.239031,0.737660,0.294185,0.498770,0.248494
31000,0.177387,0.238946,0.749686,0.202888,0.457985,0.254814
32000,0.201014,0.239566,0.748864,0.260763,0.477588,0.253779
33000,0.171298,0.238807,0.747393,0.262265,0.472759,0.252369
34000,0.199313,0.239320,0.738416,0.322133,0.507866,0.252360
35000,0.184578,0.237956,0.745233,0.206873,0.456019,0.251289
36000,0.201635,0.239283,0.739243,0.371146,0.529325,0.258478
37000,0.190743,0.239919,0.744533,0.266872,0.482571,0.256182
38000,0.175474,0.237977,0.753576,0.206793,0.450586,0.250414
39000,0.167077,0.239303,0.735960,0.193772,0.455584,0.248888
40000,0.199561,0.239223,0.752774,0.194077,0.449309,0.250217
41000,0.047572,0.238071,0.724805,0.265676,0.473639,0.253199
42000,0.181491,0.239779,0.736739,0.294575,0.501857,0.255002
43000,0.183794,0.238557,0.717788,0.245798,0.479077,0.251162
44000,0.173727,0.238380,0.722017,0.254629,0.478021,0.256060
45000,0.189434,0.239603,0.742924,0.180227,0.442948,0.250036
46000,0.186766,0.238528,0.743578,0.220741,0.458775,0.252466
47000,0.185421,0.238635,0.734778,0.216395,0.446080,0.251924
48000,0.194214,0.239142,0.728451,0.304923,0.482173,0.255478
49000,0.099365,0.238467,0.746733,0.252983,0.458277,0.252334
50000,0.203439,0.241147,0.731817,0.377388,0.509727,0.255991
51000,0.191244,0.240877,0.729913,0.283255,0.498835,0.256466
52000,0.203847,0.238931,0.746745,0.234420,0.476587,0.257597
53000,0.165100,0.237970,0.747157,0.259106,0.484320,0.257747
54000,0.162604,0.238601,0.728918,0.295669,0.506910,0.260179
