step,loss_s,loss_l,cos_sim,mse,norm_short,norm_long
1,2.934418,2.920097,-0.072805,0.088062,0.192069,0.212636
1000,1.425719,1.549194,0.079111,2.635090,1.164523,1.102642
2000,1.069205,1.411000,0.087140,2.718071,1.174074,1.143338
3000,0.926672,1.364275,0.093624,2.785781,1.180189,1.120252
4000,1.049443,1.536174,0.067233,3.211348,1.240468,1.207987
5000,0.850972,1.396585,0.121825,2.796534,1.224680,1.163514
6000,0.910527,1.465489,0.143614,2.792178,1.192047,1.188153
7000,0.784765,1.356178,0.149928,2.790713,1.213864,1.186095
8000,1.236950,1.474859,0.180710,2.656951,1.194124,1.169932
9000,0.774724,1.301593,0.214140,2.641200,1.211495,1.180438
10000,0.782124,1.303530,0.219924,2.647681,1.212723,1.166973
11000,0.865348,1.339433,0.225612,2.685115,1.193393,1.182291
12000,0.879270,1.346934,0.280774,2.347438,1.164687,1.169212
13000,0.743250,1.265492,0.260928,2.410519,1.165692,1.156207
14000,0.724948,1.288356,0.299221,2.151201,1.150537,1.146790
15000,0.992479,1.497831,0.300680,2.239308,1.158418,1.154170
16000,0.651395,1.297156,0.326689,2.196214,1.169465,1.155066
17000,0.943819,1.577585,0.339635,2.105069,1.163377,1.140101
18000,0.691589,1.322025,0.372468,2.009340,1.149907,1.142623
19000,0.913931,1.245115,0.383540,2.029920,1.175597,1.166879
20000,0.498749,1.147134,0.399810,1.963297,1.160537,1.134954
21000,0.822838,1.440283,0.414256,2.138896,1.217858,1.180837
22000,0.616403,1.409602,0.443635,1.931798,1.203913,1.143834
23000,0.868065,1.347511,0.452756,1.779477,1.169462,1.134588
24000,0.853277,1.275794,0.501350,1.602840,1.138806,1.095140
25000,0.736523,1.228866,0.485183,1.702802,1.143701,1.155948
26000,0.903631,1.402172,0.512307,1.453559,1.097581,1.080198
27000,1.025316,1.491966,0.537907,1.657007,1.182584,1.145445
28000,0.679569,1.400379,0.562940,1.545919,1.154217,1.124355
29000,0.565090,1.111205,0.594297,1.383312,1.148154,1.105886
30000,0.804535,1.276724,0.597903,1.409714,1.163601,1.137945
31000,0.831316,1.465270,0.621212,1.276872,1.108583,1.094558
32000,0.679994,1.221396,0.632438,1.084344,1.058335,1.058706
33000,0.528146,1.133452,0.649194,1.190539,1.095114,1.081189
34000,0.692773,1.258560,0.636041,1.597718,1.244367,1.189402
35000,0.946420,1.477613,0.651910,1.507466,1.245422,1.206860
36000,0.709270,1.395212,0.671777,1.184554,1.134686,1.113233
37000,0.712924,1.178244,0.678650,1.119878,1.117053,1.093090
38000,0.615197,1.142590,0.706889,1.146652,1.134948,1.124623
39000,0.670972,1.300179,0.688279,1.067244,1.102053,1.107164
40000,0.830492,1.370780,0.705988,1.168678,1.164996,1.142898
41000,0.590859,1.154684,0.715942,1.062200,1.121647,1.113353
42000,0.776488,1.316775,0.714217,1.178774,1.177611,1.154889
43000,0.591592,1.159883,0.733729,0.935593,1.122469,1.121846
44000,0.836227,1.331387,0.729483,1.072736,1.178872,1.159448
45000,0.732163,1.361465,0.740051,0.885193,1.090552,1.095755
46000,0.642998,1.080330,0.754117,0.861530,1.100885,1.088484
47000,0.525044,1.144195,0.765428,0.898265,1.175176,1.135969
48000,1.164827,1.453620,0.766479,0.814255,1.120149,1.087560
49000,0.920580,1.493065,0.766882,0.935098,1.214479,1.185388
50000,0.679226,1.245078,0.763961,0.794117,1.116983,1.115517
51000,0.967706,1.429859,0.769906,0.783064,1.116943,1.117428
52000,0.592511,1.273666,0.778850,0.904368,1.156605,1.138197
53000,0.791246,1.382756,0.786187,0.796370,1.143444,1.128516
54000,0.590642,1.139415,0.802149,0.542878,1.016566,1.031092
55000,0.810615,1.214505,0.793193,0.589039,1.026695,1.030301
56000,0.602215,1.309161,0.801612,0.774693,1.160386,1.139936
57000,0.748464,1.168693,0.802410,0.635539,1.090662,1.078611
