step,loss_s,loss_l,cos_sim,mse,norm_short,norm_long
1,0.050902,0.053303,-0.254022,0.101648,0.177830,0.223163
1000,0.047853,0.047853,0.999932,0.000008,0.223757,0.224476
2000,0.045996,0.047854,0.782120,0.042525,0.301465,0.224097
3000,0.045792,0.046910,0.952189,0.013196,0.305637,0.285478
4000,0.043807,0.046446,0.868855,0.036075,0.353258,0.286217
5000,0.042956,0.046489,0.790728,0.065241,0.399341,0.283782
6000,0.042800,0.047226,0.863723,0.044837,0.395091,0.297127
7000,0.042433,0.046217,0.863860,0.043421,0.386896,0.288699
8000,0.042542,0.046150,0.869791,0.044983,0.397028,0.298447
9000,0.043208,0.046403,0.874028,0.045373,0.411673,0.310530
10000,0.043220,0.046713,0.853863,0.050088,0.395135,0.297763
11000,0.042732,0.046668,0.864072,0.049873,0.410604,0.311397
12000,0.043170,0.046342,0.860438,0.053306,0.413250,0.309819
13000,0.041932,0.045960,0.813943,0.070522,0.432545,0.307436
14000,0.041792,0.045916,0.825341,0.077129,0.441864,0.307913
15000,0.042080,0.046214,0.823548,0.074264,0.436493,0.302586
16000,0.041641,0.046064,0.812626,0.085109,0.458353,0.317353
17000,0.042405,0.046335,0.820436,0.082915,0.449153,0.306902
18000,0.041153,0.045838,0.831648,0.074155,0.441783,0.312230
19000,0.041182,0.045434,0.799081,0.093570,0.466482,0.316379
20000,0.040412,0.046047,0.789795,0.092783,0.465276,0.315656
21000,0.041340,0.045928,0.772252,0.117123,0.486717,0.316769
22000,0.040513,0.046427,0.775180,0.111942,0.487021,0.324496
23000,0.041075,0.045779,0.757128,0.145682,0.514062,0.323326
24000,0.039184,0.045679,0.742681,0.159426,0.524869,0.324326
25000,0.040242,0.046482,0.765320,0.132545,0.502735,0.327960
26000,0.038055,0.045357,0.762154,0.146028,0.519131,0.325922
27000,0.037771,0.045174,0.770941,0.156700,0.521527,0.333605
28000,0.038110,0.045537,0.735329,0.166224,0.525828,0.316213
29000,0.035252,0.046604,0.736594,0.184242,0.547784,0.327807
30000,0.035815,0.045837,0.725852,0.189105,0.554618,0.330730
31000,0.033857,0.045280,0.758650,0.170686,0.532966,0.333901
32000,0.036343,0.045427,0.734901,0.198500,0.572978,0.339748
33000,0.033485,0.045502,0.728863,0.211234,0.577488,0.337350
34000,0.037615,0.045515,0.736302,0.199028,0.577661,0.343315
35000,0.033819,0.045226,0.720552,0.216941,0.584538,0.337684
36000,0.036705,0.045508,0.734608,0.219052,0.587072,0.339724
37000,0.032707,0.045044,0.742258,0.208674,0.584643,0.348056
38000,0.037876,0.045877,0.754444,0.194050,0.575390,0.348780
39000,0.031821,0.045814,0.740292,0.208495,0.580571,0.344428
40000,0.033009,0.046244,0.712558,0.242026,0.607356,0.345107
41000,0.034525,0.045671,0.750478,0.188784,0.568591,0.343546
42000,0.040816,0.045254,0.737999,0.225220,0.598034,0.349108
43000,0.038653,0.045897,0.753824,0.187941,0.569780,0.340554
44000,0.034157,0.045053,0.737459,0.226929,0.606527,0.347190
45000,0.031424,0.045748,0.747362,0.208931,0.583681,0.341742
46000,0.032036,0.045333,0.741424,0.201492,0.589879,0.353247
47000,0.034140,0.046202,0.747512,0.185431,0.574763,0.349945
48000,0.030935,0.044465,0.738496,0.229111,0.599159,0.349302
49000,0.032906,0.045206,0.746078,0.199516,0.579665,0.344932
50000,0.032642,0.045779,0.743753,0.206349,0.585588,0.350989
51000,0.031718,0.045448,0.758654,0.193339,0.582220,0.355204
52000,0.030959,0.045111,0.762958,0.194523,0.582831,0.352420
53000,0.031395,0.044250,0.766055,0.192061,0.588253,0.366218
54000,0.033043,0.045294,0.735800,0.223288,0.606318,0.355315
55000,0.030700,0.045494,0.737094,0.200121,0.589298,0.355269
56000,0.035215,0.044677,0.741086,0.215217,0.598975,0.354732
57000,0.031739,0.045139,0.744178,0.208575,0.594725,0.360225
58000,0.030381,0.045085,0.721660,0.228190,0.608212,0.353149
59000,0.031191,0.044781,0.744901,0.213714,0.600421,0.360901
60000,0.033593,0.047282,0.734498,0.205624,0.594445,0.352585
61000,0.035727,0.045426,0.736368,0.220889,0.597829,0.351131
62000,0.033753,0.044909,0.749657,0.199201,0.585761,0.350606
63000,0.029948,0.045111,0.750989,0.195155,0.590076,0.355014
64000,0.033636,0.044345,0.751518,0.207046,0.601803,0.360689
65000,0.031710,0.044451,0.758627,0.203497,0.597591,0.360376
66000,0.031541,0.046132,0.751367,0.203974,0.591875,0.354844
67000,0.032317,0.044690,0.745690,0.184468,0.568976,0.345950
68000,0.029998,0.045359,0.744714,0.197010,0.582631,0.355338
69000,0.033555,0.045856,0.704037,0.255645,0.630388,0.354721
70000,0.033082,0.044352,0.704531,0.243317,0.617047,0.346257
71000,0.031447,0.044562,0.707942,0.255653,0.622517,0.353312
72000,0.029121,0.044231,0.705575,0.253577,0.630386,0.358578
73000,0.031419,0.044508,0.703358,0.259894,0.632437,0.359272
74000,0.030263,0.045022,0.692874,0.267556,0.632965,0.348753
75000,0.032460,0.044576,0.700409,0.271717,0.643110,0.360012
76000,0.031260,0.044778,0.699943,0.247793,0.617305,0.348363
77000,0.027705,0.046106,0.714180,0.241218,0.623871,0.361679
78000,0.032392,0.044773,0.701768,0.263168,0.632542,0.353462
79000,0.030662,0.044687,0.708290,0.247016,0.623288,0.355968
80000,0.030468,0.045016,0.698860,0.245990,0.618304,0.346886
81000,0.033446,0.046507,0.679599,0.281619,0.654759,0.359561
82000,0.030090,0.045239,0.685839,0.269604,0.646148,0.358468
83000,0.032854,0.044376,0.686004,0.251643,0.617639,0.344061
84000,0.032670,0.045305,0.662708,0.318039,0.673064,0.357734
85000,0.030016,0.044717,0.674383,0.276249,0.638240,0.351580
86000,0.031291,0.045216,0.664889,0.315563,0.673340,0.361667
87000,0.030919,0.044631,0.657414,0.301803,0.657804,0.348924
88000,0.028132,0.044914,0.674504,0.293606,0.653310,0.350726
89000,0.031584,0.045202,0.655488,0.312762,0.665971,0.350113
90000,0.028661,0.044991,0.670199,0.313008,0.666568,0.355593
91000,0.031856,0.044600,0.658310,0.327649,0.674556,0.353080
92000,0.023154,0.043911,0.661666,0.295557,0.653666,0.350985
93000,0.026392,0.044794,0.662162,0.309871,0.675768,0.361369
94000,0.029316,0.045145,0.654865,0.337631,0.683435,0.354166
95000,0.024547,0.045104,0.632463,0.359190,0.705542,0.359267
96000,0.026423,0.045157,0.652999,0.322344,0.682055,0.364642
97000,0.031433,0.045339,0.616078,0.376061,0.708560,0.348996
98000,0.004641,0.045543,0.646058,0.329625,0.683601,0.353912
99000,0.025624,0.044592,0.636712,0.366882,0.704395,0.361858
100000,0.031367,0.045494,0.654690,0.327309,0.669127,0.350323
0.6388974189758301
