step,loss_s,loss_l,cos_sim,mse,norm_short,norm_long
1,0.247217,0.245205,0.279491,0.053144,0.203394,0.179048
1000,0.218210,0.239072,0.697958,0.137092,0.412774,0.229925
2000,0.213793,0.239293,0.650183,0.157026,0.446683,0.233137
3000,0.210836,0.239503,0.644682,0.165295,0.453423,0.237343
4000,0.210067,0.238621,0.639523,0.195703,0.477295,0.233820
5000,0.205933,0.239131,0.629425,0.215210,0.497203,0.236166
6000,0.214001,0.238885,0.643569,0.188616,0.475923,0.239375
7000,0.209451,0.239749,0.641205,0.188820,0.474264,0.234562
8000,0.231797,0.238920,0.639185,0.202662,0.484211,0.234999
9000,0.218324,0.238752,0.637689,0.215135,0.506008,0.240914
10000,0.214302,0.239113,0.652026,0.185814,0.474255,0.236905
11000,0.204622,0.238840,0.644304,0.200478,0.488929,0.242104
12000,0.214665,0.239274,0.640671,0.220187,0.497882,0.237041
13000,0.212859,0.239283,0.657926,0.222676,0.507080,0.240197
14000,0.204577,0.238412,0.664854,0.209829,0.487179,0.237703
15000,0.198744,0.238435,0.655141,0.240400,0.507251,0.240873
16000,0.226085,0.240048,0.646557,0.243805,0.511761,0.241663
17000,0.202816,0.239095,0.660877,0.286117,0.512603,0.240151
18000,0.178177,0.239360,0.644626,0.286485,0.523526,0.241510
19000,0.157059,0.238975,0.637289,0.306531,0.535811,0.241421
20000,0.198662,0.238887,0.637951,0.454572,0.583662,0.243246
21000,0.150415,0.238453,0.611386,0.396749,0.576145,0.238804
22000,0.184744,0.238335,0.632470,0.401549,0.573266,0.243037
23000,0.176351,0.239465,0.631176,0.478661,0.588742,0.240858
24000,0.145840,0.239034,0.645819,0.362146,0.553057,0.243693
25000,0.138007,0.239353,0.633263,0.360634,0.552223,0.240576
26000,0.138568,0.238275,0.632673,0.469763,0.594214,0.245458
27000,0.165850,0.239002,0.640931,0.452611,0.580009,0.246672
28000,0.200595,0.239302,0.633250,0.442009,0.577627,0.244416
29000,0.139278,0.239150,0.623784,0.419718,0.592656,0.246324
30000,0.164512,0.239205,0.634747,0.404284,0.577161,0.242857
31000,0.116702,0.239115,0.612245,0.396961,0.578420,0.240397
32000,0.175027,0.239794,0.623108,0.448467,0.612268,0.245334
33000,0.157731,0.238524,0.640517,0.385936,0.597440,0.254008
34000,0.163131,0.238312,0.646084,0.492934,0.598879,0.244380
35000,0.128179,0.238963,0.624644,0.527148,0.612563,0.245473
36000,0.125810,0.239768,0.628826,0.468248,0.592769,0.242426
37000,0.113454,0.239394,0.640237,0.448734,0.606726,0.249989
38000,0.161469,0.238921,0.634858,0.422337,0.585014,0.244609
39000,0.121794,0.238675,0.628344,0.510380,0.626756,0.249056
40000,0.162422,0.239024,0.652907,0.373859,0.567760,0.251646
41000,0.117739,0.237921,0.635218,0.575020,0.635542,0.250752
42000,0.078043,0.238404,0.634195,0.492383,0.620182,0.250500
43000,0.145350,0.238671,0.634069,0.480319,0.627424,0.253298
44000,0.115585,0.238770,0.656135,0.543307,0.617096,0.254635
45000,0.155446,0.239903,0.644927,0.486210,0.615625,0.254268
46000,0.163523,0.239203,0.647759,0.501618,0.621795,0.255557
47000,0.135634,0.237864,0.635399,0.560460,0.653768,0.257623
48000,0.116875,0.235882,0.653004,0.449056,0.595945,0.258571
49000,0.181188,0.238837,0.624970,0.539313,0.626540,0.252469
50000,0.092003,0.250993,0.632704,0.497053,0.615692,0.260512
51000,0.118157,0.239479,0.598748,0.512138,0.640249,0.252842
52000,0.087415,0.238096,0.606425,0.604817,0.668545,0.252829
53000,0.002002,0.118576,0.625700,0.414552,0.589805,0.253725
54000,0.136050,0.239474,0.613724,0.566266,0.652767,0.257168
55000,0.145843,0.238861,0.602969,0.509895,0.629008,0.254341
56000,0.100380,0.237868,0.602735,0.508865,0.616905,0.251671
57000,0.080351,0.237076,0.581908,0.746093,0.702070,0.250046
58000,0.118578,0.238328,0.607869,0.515769,0.613444,0.249595
59000,0.031380,0.237316,0.602982,0.569783,0.627485,0.250213
60000,0.195882,0.239339,0.597839,0.517948,0.623451,0.252622
61000,0.059401,0.238995,0.597850,0.574311,0.646728,0.254368
62000,0.061619,0.238212,0.593207,0.546760,0.634541,0.251204
63000,0.165086,0.237462,0.585510,0.652778,0.676524,0.259756
64000,0.108858,0.238124,0.637410,0.409079,0.561667,0.252457
65000,0.187248,0.239419,0.608397,0.511549,0.620371,0.255034
66000,0.141826,0.240586,0.623067,0.473479,0.584074,0.256100
67000,0.093366,0.238364,0.626488,0.479711,0.613177,0.260486
68000,0.084658,0.238949,0.632538,0.472035,0.591966,0.256854
69000,0.108444,0.238038,0.617112,0.614329,0.631096,0.255832
70000,0.068681,0.112982,0.597220,0.634889,0.667480,0.265527
71000,0.137050,0.238220,0.631348,0.473248,0.600968,0.259715
72000,0.014535,0.236726,0.643149,0.489127,0.593458,0.255030
73000,0.097771,0.236190,0.625299,0.645406,0.642211,0.257699
74000,0.078707,0.237276,0.627935,0.484474,0.609688,0.259503
75000,0.047508,0.238323,0.654509,0.467627,0.586309,0.266809
76000,0.034491,0.237764,0.635820,0.545674,0.618374,0.257346
77000,0.023817,0.238418,0.619379,0.561181,0.619954,0.239827
