step,loss_s,loss_l,cos_sim,mse,norm_short,norm_long
1,0.244879,0.243427,-0.110317,0.100141,0.194004,0.229466
1000,0.210149,0.239160,0.609284,0.135344,0.397763,0.239951
2000,0.200156,0.236773,0.742335,0.106980,0.401252,0.246449
3000,0.207033,0.240217,0.768407,0.098001,0.386972,0.246427
4000,0.217531,0.239877,0.759287,0.162175,0.434998,0.249288
5000,0.204214,0.238288,0.741827,0.141834,0.432383,0.247105
6000,0.203389,0.238909,0.750811,0.120075,0.410943,0.245397
7000,0.204863,0.238451,0.757521,0.127461,0.416710,0.250738
8000,0.213131,0.238753,0.757614,0.147516,0.428007,0.250384
9000,0.220387,0.239813,0.764809,0.127616,0.421130,0.255050
10000,0.214933,0.239496,0.733201,0.162503,0.451116,0.250960
11000,0.228535,0.239469,0.752217,0.168268,0.443656,0.248265
12000,0.193387,0.238877,0.763586,0.130873,0.415752,0.247608
13000,0.201362,0.239763,0.737310,0.171492,0.446247,0.251197
14000,0.209737,0.239264,0.751838,0.155872,0.425327,0.243216
15000,0.197557,0.238342,0.773320,0.158691,0.428033,0.251391
16000,0.189687,0.237682,0.746578,0.171103,0.445030,0.252062
17000,0.227654,0.238290,0.761942,0.155704,0.408461,0.247073
18000,0.202061,0.238500,0.762333,0.138077,0.417847,0.246966
19000,0.179676,0.238693,0.755824,0.136024,0.423898,0.250908
20000,0.194332,0.238003,0.736012,0.292049,0.467932,0.246488
21000,0.208073,0.239543,0.746935,0.183525,0.461392,0.255401
22000,0.185048,0.238597,0.749192,0.149961,0.427000,0.248432
23000,0.201651,0.238702,0.757302,0.225832,0.451477,0.251109
24000,0.187727,0.238463,0.747793,0.235640,0.455193,0.246912
25000,0.169970,0.238320,0.757482,0.156829,0.418578,0.245353
26000,0.200349,0.238901,0.738832,0.261761,0.480028,0.252263
27000,0.172127,0.238212,0.744118,0.246297,0.469908,0.250104
28000,0.187655,0.238163,0.746165,0.249246,0.466401,0.251536
29000,0.180509,0.238408,0.749305,0.219369,0.471275,0.257524
30000,0.138055,0.237816,0.765319,0.157643,0.437194,0.255909
31000,0.195260,0.239451,0.756172,0.216172,0.445700,0.250125
32000,0.154946,0.238843,0.735604,0.289337,0.486987,0.251296
33000,0.189418,0.237459,0.750227,0.188771,0.440045,0.248949
34000,0.192352,0.239624,0.740775,0.256590,0.473138,0.251895
35000,0.177358,0.237771,0.749980,0.191464,0.444313,0.251359
36000,0.217354,0.238572,0.713693,0.333171,0.516868,0.253156
37000,0.178439,0.239537,0.741994,0.217600,0.459633,0.251397
38000,0.162778,0.237249,0.748405,0.176271,0.447768,0.252618
39000,0.181903,0.238442,0.749925,0.210594,0.447755,0.254299
40000,0.163351,0.238185,0.742928,0.135610,0.439280,0.255675
41000,0.188729,0.238546,0.734740,0.259685,0.475839,0.254864
42000,0.167553,0.238596,0.739267,0.201811,0.461601,0.257032
43000,0.185254,0.238142,0.740631,0.197998,0.445446,0.247819
44000,0.196294,0.239088,0.729984,0.265715,0.468748,0.248327
45000,0.173266,0.238528,0.723967,0.332411,0.498408,0.249591
46000,0.192776,0.238753,0.741613,0.140513,0.433187,0.252669
47000,0.154141,0.239840,0.751671,0.189452,0.427658,0.248730
48000,0.170819,0.238305,0.729910,0.213484,0.460383,0.253842
49000,0.190305,0.238449,0.741245,0.258814,0.477791,0.258417
50000,0.076074,0.237822,0.744077,0.199593,0.453244,0.259951
0.7320457100868225
