step,loss_s,loss_l,cos_sim,mse,norm_short,norm_long
1,0.052386,0.051590,-0.249219,0.082130,0.206540,0.153599
1000,0.047853,0.047853,0.999986,0.000002,0.224337,0.224234
2000,0.047853,0.047853,0.999985,0.000002,0.224264,0.224251
3000,0.047852,0.047853,0.999949,0.000005,0.224419,0.224621
4000,0.046299,0.047230,0.976188,0.004506,0.292618,0.268418
5000,0.045603,0.047065,0.995340,0.001136,0.302529,0.289280
6000,0.044197,0.047003,0.975257,0.007029,0.341284,0.298725
7000,0.043871,0.046334,0.975722,0.007277,0.349216,0.308022
8000,0.043862,0.046274,0.962839,0.011441,0.366161,0.318064
9000,0.042828,0.047712,0.956653,0.014753,0.370083,0.313055
10000,0.043243,0.047200,0.959943,0.014039,0.374416,0.316399
11000,0.043249,0.046821,0.962336,0.015525,0.381617,0.315901
12000,0.043308,0.047103,0.956186,0.017162,0.384919,0.320636
13000,0.043100,0.046306,0.954130,0.017495,0.380374,0.311899
14000,0.042590,0.046771,0.940599,0.023987,0.399028,0.322654
15000,0.042061,0.045835,0.944327,0.022263,0.401482,0.325232
16000,0.042781,0.046960,0.933959,0.027314,0.405326,0.320055
17000,0.042264,0.046492,0.932868,0.029214,0.413769,0.325703
18000,0.042088,0.046643,0.934509,0.026440,0.400568,0.319711
19000,0.042349,0.045988,0.939122,0.026009,0.410231,0.330220
20000,0.042637,0.046378,0.934833,0.028029,0.416382,0.333733
21000,0.042384,0.046785,0.940201,0.025866,0.406439,0.322713
22000,0.041710,0.045872,0.938324,0.028757,0.414462,0.331406
23000,0.041539,0.045770,0.943659,0.026340,0.421136,0.340989
24000,0.041918,0.047130,0.937941,0.029190,0.417634,0.331863
25000,0.041383,0.046546,0.935405,0.030017,0.422022,0.339417
26000,0.041527,0.046643,0.929084,0.038499,0.439016,0.338409
27000,0.040478,0.046885,0.932829,0.037362,0.449866,0.351878
28000,0.040448,0.045611,0.921399,0.045954,0.453351,0.342004
29000,0.040770,0.046159,0.923218,0.045602,0.451682,0.346804
30000,0.040173,0.046225,0.932166,0.040646,0.445758,0.346097
31000,0.038573,0.045202,0.925830,0.048254,0.461330,0.349372
32000,0.039039,0.045426,0.921715,0.054977,0.476355,0.359050
33000,0.039433,0.047361,0.932644,0.047101,0.470194,0.362926
34000,0.037804,0.045309,0.919718,0.049461,0.459708,0.351083
35000,0.038768,0.045487,0.923343,0.052979,0.468262,0.343288
36000,0.038706,0.046236,0.930556,0.051437,0.481425,0.369295
37000,0.037785,0.045960,0.927480,0.054872,0.490609,0.372351
38000,0.038060,0.046461,0.930041,0.050730,0.469561,0.354475
39000,0.039298,0.045626,0.933097,0.045068,0.459321,0.352824
40000,0.037354,0.046091,0.917959,0.056954,0.484763,0.369345
41000,0.037529,0.046839,0.916589,0.059105,0.480568,0.357581
42000,0.038471,0.045490,0.914278,0.068530,0.512062,0.374673
43000,0.035670,0.044743,0.904305,0.075982,0.508756,0.372279
44000,0.036129,0.045654,0.909432,0.061848,0.483015,0.360658
45000,0.035341,0.044135,0.903492,0.074430,0.510505,0.373907
46000,0.035589,0.045608,0.913191,0.072426,0.517275,0.381266
47000,0.036819,0.045995,0.913412,0.066580,0.502152,0.372768
48000,0.035127,0.046751,0.911299,0.075960,0.507977,0.367754
49000,0.035283,0.044554,0.918207,0.058359,0.483437,0.368717
50000,0.035297,0.045837,0.921536,0.059330,0.488233,0.367373
51000,0.037251,0.046782,0.916319,0.060235,0.487135,0.368880
52000,0.035628,0.046635,0.906198,0.072933,0.506705,0.372488
53000,0.034556,0.045763,0.915687,0.072556,0.505228,0.369244
54000,0.035517,0.047112,0.911400,0.072371,0.509503,0.377095
55000,0.036214,0.046536,0.916927,0.069053,0.501795,0.371045
56000,0.033804,0.045327,0.892633,0.087922,0.531391,0.377010
57000,0.035754,0.045646,0.896426,0.092277,0.524316,0.372951
58000,0.034767,0.046170,0.910445,0.072663,0.499765,0.366083
59000,0.033903,0.045632,0.897525,0.081901,0.527093,0.379010
60000,0.035676,0.046593,0.896787,0.082314,0.519001,0.377178
61000,0.037128,0.046576,0.896291,0.089250,0.532652,0.380181
62000,0.034106,0.045685,0.883529,0.105729,0.538122,0.371106
63000,0.034826,0.046687,0.894861,0.098145,0.529392,0.372540
64000,0.016483,0.045135,0.887649,0.087612,0.517981,0.363907
65000,0.033466,0.046327,0.887137,0.098529,0.535444,0.375350
66000,0.033223,0.045904,0.880887,0.107646,0.541726,0.376081
