step,loss_s,loss_l,cos_sim,mse,norm_short,norm_long
1,0.247112,0.247061,-0.104123,0.098229,0.198516,0.222165
1000,0.225848,0.239346,0.697114,0.118453,0.410064,0.228712
2000,0.213798,0.239289,0.645937,0.163858,0.447704,0.228003
3000,0.208558,0.239261,0.655648,0.166596,0.450586,0.229475
4000,0.210091,0.239441,0.661212,0.178371,0.464452,0.232608
5000,0.223344,0.239889,0.672324,0.162985,0.456760,0.233825
6000,0.216734,0.239132,0.653690,0.187216,0.467699,0.230736
7000,0.217494,0.239441,0.669369,0.158449,0.448469,0.233063
8000,0.210353,0.239545,0.686274,0.152725,0.448981,0.235416
9000,0.217887,0.239490,0.671271,0.177040,0.476963,0.237739
10000,0.215929,0.238675,0.644035,0.213883,0.499443,0.235071
11000,0.206723,0.239217,0.668030,0.177515,0.472374,0.234870
12000,0.212440,0.239206,0.657677,0.179291,0.470937,0.233716
13000,0.227620,0.239277,0.665880,0.204521,0.489850,0.238683
14000,0.222832,0.239984,0.647038,0.218901,0.498261,0.235110
15000,0.219936,0.238975,0.650999,0.229684,0.507346,0.237905
16000,0.198961,0.239325,0.665620,0.221049,0.498761,0.239200
17000,0.189373,0.239102,0.649630,0.234901,0.504576,0.235027
18000,0.195699,0.238905,0.662115,0.255405,0.500983,0.235413
19000,0.191188,0.238679,0.670765,0.326183,0.520036,0.241693
20000,0.192765,0.239273,0.642276,0.311886,0.543633,0.238526
21000,0.174792,0.239164,0.644942,0.317192,0.526112,0.237191
22000,0.166764,0.239145,0.634406,0.564784,0.621516,0.243698
23000,0.177373,0.238361,0.655915,0.305400,0.514454,0.237527
24000,0.157255,0.239181,0.651146,0.371089,0.548499,0.240615
25000,0.132735,0.239070,0.631939,0.470759,0.580781,0.237107
26000,0.206209,0.238841,0.623438,0.428788,0.564165,0.234006
27000,0.134663,0.238808,0.640841,0.419220,0.560498,0.238708
28000,0.150754,0.238981,0.617036,0.501483,0.595005,0.236724
29000,0.134737,0.239837,0.633813,0.406457,0.573480,0.242118
30000,0.118397,0.238893,0.637042,0.474786,0.580629,0.239043
31000,0.131800,0.239004,0.622608,0.514906,0.602115,0.239064
32000,0.172977,0.239526,0.633182,0.391550,0.577621,0.240969
33000,0.150982,0.239351,0.638807,0.393486,0.571841,0.241034
34000,0.122132,0.239482,0.617877,0.389356,0.585888,0.241889
35000,0.128274,0.238792,0.632332,0.490210,0.603264,0.242853
36000,0.139985,0.239176,0.623663,0.586779,0.641858,0.244629
37000,0.095928,0.239243,0.628067,0.430867,0.589686,0.242071
38000,0.137849,0.239018,0.620549,0.567938,0.629231,0.247005
39000,0.097577,0.238042,0.625711,0.514963,0.618751,0.242176
40000,0.106270,0.238824,0.619924,0.573151,0.639438,0.245462
41000,0.150474,0.238061,0.645112,0.411679,0.571196,0.241041
42000,0.127150,0.239444,0.633043,0.684766,0.641951,0.243176
43000,0.101041,0.239008,0.637481,0.444865,0.578474,0.241352
44000,0.077841,0.239003,0.644581,0.432309,0.577083,0.242722
45000,0.127981,0.239041,0.619281,0.687049,0.667526,0.246507
46000,0.222106,0.238688,0.641527,0.542633,0.601359,0.241478
47000,0.134656,0.237617,0.616933,0.654690,0.672084,0.248549
48000,0.119949,0.239258,0.652011,0.453493,0.590315,0.246684
49000,0.126284,0.239003,0.660247,0.378249,0.565511,0.246800
50000,0.162216,0.238926,0.627621,0.582967,0.637360,0.248379
0.6225171089172363
