step,loss_s,loss_l,cos_sim,mse,norm_short,norm_long
1,0.052143,0.052650,-0.196332,0.088835,0.169905,0.213576
1000,0.047853,0.047853,0.999979,0.000003,0.225069,0.224210
2000,0.047852,0.047853,0.999750,0.000026,0.224974,0.224653
3000,0.046081,0.046435,0.910217,0.021520,0.295866,0.282956
4000,0.044274,0.046654,0.889604,0.031092,0.354506,0.284597
5000,0.044066,0.046265,0.968245,0.009821,0.352040,0.303431
6000,0.042461,0.046509,0.905061,0.037270,0.398215,0.312213
7000,0.042750,0.045589,0.904472,0.035427,0.391887,0.308733
8000,0.042712,0.046369,0.907331,0.033465,0.383200,0.302190
9000,0.041935,0.046111,0.892307,0.044271,0.400658,0.307781
10000,0.042066,0.046382,0.881774,0.051448,0.411787,0.311602
11000,0.041540,0.045447,0.891893,0.048982,0.409932,0.315478
12000,0.042820,0.045725,0.892888,0.048613,0.408653,0.318394
13000,0.042563,0.047184,0.892858,0.045713,0.409501,0.319238
14000,0.042577,0.046669,0.883414,0.054742,0.416596,0.314536
15000,0.042185,0.046016,0.890363,0.055083,0.423491,0.318406
16000,0.042561,0.046202,0.894846,0.048283,0.411137,0.323758
17000,0.042427,0.046382,0.889063,0.052886,0.415657,0.320929
18000,0.040539,0.045869,0.855410,0.071513,0.444022,0.330180
19000,0.041605,0.046695,0.842871,0.075941,0.444593,0.323758
20000,0.040606,0.045344,0.848017,0.084160,0.460652,0.330320
21000,0.039745,0.046023,0.818656,0.090894,0.468984,0.328670
22000,0.040421,0.045400,0.795495,0.108746,0.490190,0.332448
23000,0.038802,0.045798,0.817809,0.096115,0.465610,0.324279
24000,0.040774,0.045029,0.807628,0.106854,0.485572,0.331196
25000,0.038019,0.045980,0.809136,0.109159,0.490107,0.335576
26000,0.038156,0.045923,0.787504,0.132344,0.516896,0.344219
27000,0.037802,0.045111,0.793506,0.130598,0.517210,0.340614
28000,0.037988,0.045772,0.763502,0.154993,0.535981,0.337006
29000,0.035967,0.045702,0.781660,0.142161,0.525827,0.336475
30000,0.036274,0.045256,0.776018,0.149655,0.531151,0.339551
31000,0.035009,0.045900,0.782141,0.143977,0.532684,0.346026
32000,0.034506,0.045351,0.765846,0.162732,0.557110,0.347585
33000,0.033548,0.045069,0.783126,0.139608,0.525123,0.340264
34000,0.036149,0.044916,0.793270,0.145666,0.530801,0.342586
35000,0.034848,0.044648,0.754928,0.183769,0.557907,0.339473
36000,0.035692,0.046045,0.757688,0.180849,0.558556,0.339223
37000,0.033592,0.044753,0.755024,0.183226,0.561805,0.338315
38000,0.035180,0.045149,0.746524,0.188260,0.578153,0.344828
39000,0.034248,0.045876,0.763829,0.173156,0.565084,0.349792
40000,0.033863,0.045397,0.767320,0.182408,0.572354,0.349849
41000,0.035893,0.045718,0.746333,0.191033,0.581327,0.348913
42000,0.032097,0.044510,0.766417,0.179361,0.569306,0.351250
43000,0.031043,0.044951,0.784627,0.169115,0.569684,0.357287
44000,0.031320,0.045124,0.762475,0.198209,0.574701,0.341846
45000,0.035755,0.045655,0.768046,0.193554,0.582410,0.353790
46000,0.031771,0.045598,0.760349,0.203434,0.586057,0.351087
47000,0.032126,0.045481,0.759905,0.209492,0.602839,0.361046
48000,0.032693,0.045219,0.757463,0.199452,0.586240,0.348330
49000,0.033373,0.045225,0.748065,0.218005,0.605200,0.350261
50000,0.032480,0.044655,0.760282,0.195684,0.588376,0.353739
51000,0.032895,0.045642,0.769503,0.184775,0.585793,0.355985
52000,0.033706,0.045389,0.772464,0.183890,0.581052,0.353043
53000,0.031629,0.044412,0.774953,0.182402,0.578673,0.359710
54000,0.034383,0.041833,0.780411,0.187538,0.582829,0.353585
55000,0.033118,0.045859,0.777213,0.193664,0.580741,0.353120
56000,0.031101,0.045476,0.775653,0.175897,0.573820,0.354824
57000,0.031620,0.046128,0.756421,0.192287,0.582304,0.352700
58000,0.033484,0.044857,0.768703,0.183911,0.587383,0.363156
59000,0.033499,0.044994,0.772605,0.157476,0.559360,0.348539
60000,0.034722,0.044667,0.744205,0.213231,0.600250,0.351076
61000,0.032122,0.045242,0.751140,0.204493,0.590196,0.347414
62000,0.030611,0.045631,0.747998,0.193365,0.589890,0.355593
63000,0.034197,0.044741,0.765417,0.210315,0.614967,0.370208
64000,0.030341,0.046250,0.755268,0.209282,0.603490,0.360139
65000,0.033338,0.045780,0.746104,0.208996,0.598431,0.350735
66000,0.031422,0.045000,0.761931,0.178806,0.585427,0.361167
67000,0.031595,0.045047,0.774327,0.175981,0.568686,0.352708
68000,0.031658,0.044321,0.767270,0.188385,0.580562,0.353187
69000,0.031070,0.044280,0.770397,0.189445,0.591413,0.361089
70000,0.031885,0.045371,0.739108,0.212902,0.618741,0.367063
71000,0.031880,0.044617,0.767011,0.187704,0.597818,0.368808
72000,0.030841,0.045183,0.763079,0.184691,0.584791,0.358128
73000,0.032466,0.045407,0.760267,0.176377,0.575829,0.353848
74000,0.032565,0.045060,0.760969,0.184636,0.582348,0.355304
75000,0.033736,0.046127,0.740105,0.200896,0.587632,0.349914
76000,0.032040,0.046054,0.742201,0.209058,0.598152,0.351318
77000,0.033736,0.020184,0.734929,0.215084,0.608095,0.355767
78000,0.030550,0.045356,0.730154,0.227258,0.613176,0.353150
79000,0.032115,0.044562,0.741298,0.204573,0.598374,0.357162
80000,0.032720,0.045042,0.738807,0.209524,0.599646,0.357644
81000,0.030903,0.045509,0.743898,0.191716,0.578520,0.345950
82000,0.022335,0.044277,0.755066,0.193155,0.587711,0.357367
83000,0.033211,0.045190,0.740594,0.223073,0.607211,0.352058
84000,0.030884,0.044788,0.746989,0.182086,0.573327,0.349267
85000,0.021264,0.044727,0.722750,0.229592,0.605202,0.346038
86000,0.031837,0.045765,0.743401,0.198806,0.589341,0.349697
87000,0.033266,0.044720,0.743711,0.193077,0.579749,0.345983
88000,0.033989,0.045394,0.727245,0.220494,0.618203,0.361061
89000,0.033186,0.044821,0.749337,0.183122,0.584010,0.355425
90000,0.030767,0.045928,0.730824,0.212126,0.599502,0.357397
91000,0.032799,0.045276,0.698177,0.230209,0.613439,0.349894
92000,0.032647,0.045682,0.736570,0.218130,0.608222,0.358721
93000,0.034232,0.046456,0.750462,0.192393,0.585521,0.357824
94000,0.030999,0.045176,0.720829,0.211040,0.604133,0.350935
95000,0.029548,0.045126,0.703840,0.231360,0.618412,0.350803
