step,loss_s,loss_l,cos_sim,mse,norm_short,norm_long
1,2.924241,2.967768,0.267600,0.047497,0.205810,0.145436
1000,1.489902,1.586131,0.141005,2.342671,1.160951,1.150301
2000,1.187417,1.431325,0.134805,2.547830,1.237098,1.164671
3000,0.865088,1.433072,0.121826,2.703447,1.262090,1.199905
4000,0.885832,1.327737,0.165762,2.653462,1.286834,1.203599
5000,0.612853,1.209910,0.222994,2.513712,1.299468,1.208076
6000,0.805848,1.142645,0.263620,2.569223,1.330088,1.240536
7000,0.410424,0.935510,0.278705,2.422758,1.298690,1.240767
8000,0.362889,0.913647,0.257335,2.463710,1.289687,1.222816
9000,0.354487,0.873786,0.287020,2.381411,1.299314,1.236048
10000,0.294977,0.861249,0.309462,2.502203,1.337624,1.281269
11000,0.374827,0.922411,0.337126,2.245230,1.303852,1.244481
12000,0.372799,0.926991,0.390139,2.251781,1.360668,1.284022
13000,0.341560,0.779086,0.402997,2.181996,1.338692,1.282936
14000,0.397446,0.842334,0.407131,2.155105,1.329781,1.269782
15000,0.332970,0.839498,0.398177,2.203263,1.324963,1.256174
16000,0.309772,0.755432,0.429045,2.098310,1.327729,1.263633
17000,0.278626,0.716355,0.461790,1.927709,1.322777,1.263497
18000,0.334304,0.834877,0.484118,1.976158,1.375131,1.304778
19000,0.237449,0.803785,0.491254,1.882390,1.346788,1.281939
20000,0.304157,0.823206,0.496204,1.841909,1.324093,1.261047
21000,0.358320,0.856010,0.524701,1.711471,1.317629,1.270196
22000,0.326734,0.859185,0.532215,1.773254,1.338372,1.286579
23000,0.372966,0.845232,0.527903,1.855534,1.365307,1.299252
24000,0.242880,0.739288,0.569908,1.641130,1.352731,1.295556
25000,0.429184,0.900622,0.576877,1.550660,1.333723,1.276800
26000,0.213765,0.727900,0.559561,1.618005,1.336429,1.275392
27000,0.282809,0.720189,0.595147,1.493912,1.343826,1.281392
28000,0.298519,0.840366,0.599824,1.497914,1.349629,1.273452
29000,0.200425,0.801346,0.591827,1.535236,1.361963,1.276817
30000,0.265301,0.831781,0.619503,1.423660,1.331643,1.274160
31000,0.331785,0.857620,0.619792,1.430144,1.355393,1.294248
32000,0.308833,0.717185,0.630789,1.420405,1.370205,1.302444
33000,0.206949,0.743754,0.644689,1.289211,1.318758,1.257795
34000,0.208928,0.664371,0.632764,1.402896,1.362695,1.287672
35000,0.247153,0.791377,0.666851,1.270341,1.334849,1.280684
36000,0.266030,0.800105,0.657671,1.293230,1.360597,1.304818
37000,0.266975,0.776613,0.657021,1.314541,1.365645,1.293318
38000,0.408913,0.886578,0.693324,1.152053,1.345991,1.292432
39000,0.426651,0.946537,0.686482,1.184995,1.347164,1.291437
40000,0.361994,0.811939,0.691294,1.111887,1.324397,1.267351
41000,0.279478,0.754939,0.691594,1.133262,1.342650,1.284704
42000,0.342367,0.875031,0.690815,1.100477,1.321875,1.274581
43000,0.387188,0.886550,0.722148,1.009918,1.332022,1.284474
44000,0.341083,0.879245,0.714924,1.088200,1.377990,1.301829
45000,0.187268,0.694160,0.738016,0.926314,1.304772,1.262454
46000,0.245976,0.744313,0.745439,0.944752,1.332278,1.275046
47000,0.340331,0.819660,0.745130,0.899564,1.324048,1.263291
48000,0.257664,0.774724,0.754248,0.875898,1.303098,1.262210
49000,0.310520,0.856261,0.759824,0.892095,1.358185,1.304834
50000,0.274980,0.846732,0.764873,0.846756,1.325677,1.265875
51000,0.398781,0.920418,0.756030,0.911801,1.341440,1.298692
52000,0.378855,0.762649,0.766677,0.844472,1.345105,1.276882
53000,0.293086,0.716425,0.762204,0.868891,1.344553,1.280953
54000,0.276487,0.788206,0.782834,0.801650,1.342667,1.279953
55000,0.282774,0.837465,0.788634,0.735322,1.314207,1.269605
56000,0.413676,0.862341,0.780359,0.799307,1.336025,1.274792
57000,0.288646,0.785664,0.793485,0.748329,1.347834,1.294865
58000,0.258993,0.872026,0.778184,0.823996,1.371545,1.295712
59000,0.318478,0.770959,0.806359,0.688707,1.305143,1.270012
60000,0.276431,0.662392,0.797610,0.715898,1.332902,1.264809
61000,0.152384,0.792796,0.808980,0.688839,1.337636,1.288718
62000,0.221247,0.786618,0.813042,0.655123,1.322278,1.272846
63000,0.227040,0.762562,0.810285,0.696636,1.364218,1.299240
64000,0.233180,0.699226,0.798659,0.707903,1.342850,1.271652
65000,0.602610,1.039301,0.820038,0.644653,1.340576,1.275053
66000,0.146802,0.640028,0.787514,0.745996,1.318848,1.255948
67000,0.264268,0.747327,0.814372,0.649780,1.327582,1.271443
68000,0.246430,0.726584,0.811071,0.647366,1.297331,1.266524
69000,0.189387,0.762340,0.833225,0.604892,1.343856,1.289180
70000,0.278794,0.854716,0.840794,0.581941,1.350854,1.294235
71000,0.416408,0.985209,0.815507,0.659428,1.345865,1.280706
72000,0.320322,0.771385,0.821874,0.624652,1.336890,1.279847
73000,0.371817,0.866346,0.824384,0.638218,1.353018,1.283107
74000,0.299922,0.785563,0.809605,0.658054,1.329628,1.271589
75000,0.288184,0.850341,0.825872,0.614499,1.338612,1.280956
76000,0.203830,0.728653,0.806356,0.673005,1.327350,1.279573
77000,0.257456,0.788821,0.828005,0.598647,1.318613,1.280112
78000,0.193129,0.647959,0.833691,0.569428,1.327466,1.272294
79000,0.278350,0.743535,0.826228,0.605762,1.329495,1.280769
80000,0.315188,0.758535,0.831699,0.591862,1.340296,1.277767
81000,0.285636,0.790570,0.836031,0.585160,1.313609,1.275522
82000,0.206547,0.758165,0.818766,0.629938,1.336704,1.270149
83000,0.211170,0.632119,0.833320,0.587891,1.347002,1.276881
84000,0.205810,0.748650,0.826408,0.596772,1.330030,1.279659
85000,0.184226,0.777915,0.817093,0.642415,1.358519,1.285938
86000,0.309198,0.860200,0.837660,0.586346,1.327898,1.299525
87000,0.362117,0.860479,0.843924,0.537267,1.323282,1.264759
88000,0.325780,0.873793,0.838804,0.573322,1.359344,1.293153
89000,0.373852,0.743264,0.822052,0.613226,1.326867,1.276544
90000,0.234771,0.795166,0.816177,0.638785,1.344323,1.278740
91000,0.326365,0.749689,0.834084,0.573938,1.327247,1.284813
92000,0.209742,0.743121,0.836796,0.583575,1.346748,1.281959
93000,0.271819,0.758887,0.843964,0.537424,1.327751,1.265352
94000,0.387829,0.890698,0.849688,0.537397,1.328539,1.273322
95000,0.226507,0.654699,0.815220,0.629085,1.320035,1.272476
96000,0.278498,0.787847,0.829057,0.587736,1.322007,1.272232
97000,0.334313,0.773608,0.840479,0.555708,1.358490,1.289702
98000,0.232091,0.674585,0.845093,0.552010,1.346206,1.287372
99000,0.287798,0.765359,0.840255,0.572347,1.321905,1.275844
100000,0.270117,0.745855,0.848183,0.534394,1.361419,1.301300
101000,0.289693,0.794426,0.827539,0.609846,1.315036,1.261039
102000,0.295758,0.823041,0.818230,0.612904,1.332424,1.285808
103000,0.231435,0.660091,0.839957,0.535247,1.322953,1.272801
104000,0.362952,0.818065,0.835728,0.547339,1.305118,1.252721
105000,0.328278,0.778731,0.845079,0.538145,1.327774,1.281547
106000,0.268031,0.756735,0.839489,0.519945,1.321260,1.270144
107000,0.261617,0.844117,0.843902,0.544892,1.338626,1.292086
108000,0.253803,0.749920,0.846894,0.528235,1.344960,1.277627
109000,0.284584,0.784366,0.844394,0.549260,1.362572,1.293944
110000,0.366306,0.826845,0.851671,0.526335,1.342011,1.280372
111000,0.147401,0.702753,0.852245,0.514690,1.340172,1.279597
112000,0.259302,0.681015,0.834499,0.573779,1.329906,1.270105
113000,0.301226,0.853884,0.858267,0.499066,1.351949,1.295664
114000,0.215342,0.748656,0.843007,0.550857,1.346826,1.286934
115000,0.225970,0.676676,0.845162,0.516376,1.347795,1.284365
116000,0.412098,0.851156,0.833347,0.553955,1.348189,1.288203
117000,0.175985,0.689927,0.852429,0.510249,1.339787,1.270943
118000,0.414169,0.959411,0.842784,0.544471,1.338051,1.273348
119000,0.242694,0.803947,0.865090,0.481419,1.360797,1.288860
120000,0.147839,0.722316,0.836421,0.553606,1.317656,1.264962
121000,0.342688,0.784465,0.861282,0.486327,1.344735,1.279263
122000,0.229478,0.765886,0.860279,0.487228,1.320279,1.267598
123000,0.311420,0.801492,0.856124,0.499982,1.340577,1.294062
124000,0.309742,0.907525,0.866064,0.475686,1.350237,1.288589
125000,0.309884,0.769135,0.838596,0.574735,1.359469,1.292507
126000,0.272497,0.791812,0.864709,0.478821,1.376221,1.310168
127000,0.325604,0.843401,0.865990,0.476087,1.336957,1.295462
128000,0.238795,0.636291,0.864063,0.466793,1.355440,1.310600
129000,0.357061,0.777007,0.849574,0.529089,1.322197,1.260544
130000,0.267148,0.799864,0.877722,0.428259,1.348046,1.282867
131000,0.189788,0.725980,0.840701,0.563287,1.374733,1.309004
132000,0.344846,0.788924,0.857951,0.499439,1.359503,1.298961
133000,0.251385,0.798370,0.840088,0.552489,1.357417,1.285968
134000,0.294010,0.704857,0.863517,0.481273,1.378755,1.317249
135000,0.265818,0.673422,0.851527,0.485454,1.318982,1.270228
136000,0.291029,0.821907,0.853984,0.517647,1.364926,1.319487
137000,0.275153,0.848163,0.841084,0.534736,1.322979,1.282932
138000,0.300399,0.748580,0.847751,0.512312,1.315206,1.275392
139000,0.312664,0.744707,0.855648,0.505641,1.342489,1.286187
140000,0.284745,0.732953,0.847443,0.523262,1.320990,1.269958
141000,0.406056,0.880367,0.837761,0.536976,1.321282,1.283976
142000,0.165344,0.718395,0.842668,0.523058,1.327386,1.274453
143000,0.253217,0.802550,0.859980,0.472298,1.302738,1.256463
144000,0.417276,0.925635,0.860140,0.503684,1.358940,1.298512
145000,0.194236,0.763570,0.857904,0.497618,1.349763,1.275372
146000,0.172641,0.719358,0.843967,0.536851,1.336049,1.276953
147000,0.282964,0.774793,0.852603,0.524106,1.338575,1.301183
148000,0.143832,0.646083,0.852680,0.506447,1.340240,1.282146
149000,0.311130,0.742082,0.843660,0.548547,1.332150,1.264159
150000,0.356358,0.823543,0.848838,0.528138,1.343911,1.278074
151000,0.275497,0.708327,0.850477,0.522611,1.359735,1.305897
152000,0.221562,0.803132,0.843305,0.536720,1.329057,1.284687
153000,0.374740,0.834456,0.850322,0.519699,1.359788,1.279365
154000,0.192609,0.770410,0.852364,0.506278,1.358662,1.303991
155000,0.363958,0.810947,0.858243,0.497729,1.375895,1.303121
156000,0.255261,0.716887,0.845872,0.534959,1.323133,1.287880
157000,0.312831,0.821652,0.854471,0.517055,1.322519,1.275682
158000,0.232912,0.769433,0.847755,0.540231,1.378608,1.309599
159000,0.314490,0.833031,0.859676,0.507511,1.370449,1.322548
160000,0.366046,0.796109,0.853480,0.520436,1.346658,1.292882
161000,0.216292,0.759781,0.856528,0.497784,1.341949,1.288541
162000,0.229801,0.715479,0.869199,0.466039,1.374843,1.303184
163000,0.446646,0.859989,0.865009,0.467383,1.356483,1.291110
164000,0.306043,0.699298,0.849790,0.509134,1.311467,1.267971
165000,0.131634,0.657184,0.850131,0.538480,1.338301,1.299486
166000,0.265131,0.713589,0.863434,0.472326,1.304929,1.259714
167000,0.344679,0.756891,0.857551,0.497854,1.342862,1.277914
168000,0.275720,0.698936,0.855551,0.492242,1.309761,1.270110
169000,0.283523,0.837756,0.852593,0.519133,1.345380,1.255731
170000,0.313103,0.810198,0.845164,0.528983,1.339847,1.288952
171000,0.338275,0.707316,0.857572,0.498825,1.320462,1.282373
172000,0.469330,0.944204,0.858056,0.492794,1.338900,1.288284
173000,0.247876,0.786703,0.865860,0.479295,1.345635,1.287920
174000,0.355586,0.788418,0.858964,0.493457,1.352371,1.289816
175000,0.430515,0.829396,0.865623,0.467243,1.380901,1.314650
176000,0.456403,0.890070,0.856907,0.505471,1.336539,1.293452
177000,0.159658,0.733035,0.855009,0.519462,1.372072,1.291994
178000,0.248737,0.735625,0.855286,0.489318,1.316384,1.264657
179000,0.239752,0.832676,0.853077,0.523897,1.341521,1.291408
180000,0.372896,0.867351,0.851070,0.516026,1.334797,1.277120
181000,0.227529,0.750899,0.852181,0.536439,1.363162,1.300948
182000,0.257091,0.719483,0.849002,0.535201,1.317557,1.282086
183000,0.194768,0.867948,0.872561,0.445724,1.385131,1.327704
184000,0.208594,0.653152,0.860220,0.499981,1.364874,1.299866
185000,0.230324,0.694652,0.867987,0.462315,1.347335,1.279138
186000,0.273610,0.868863,0.844576,0.552875,1.332859,1.303629
187000,0.243328,0.720132,0.864248,0.491033,1.367278,1.277084
188000,0.327106,0.843566,0.853148,0.519186,1.330064,1.283265
189000,0.264975,0.816134,0.851560,0.515561,1.359908,1.301995
190000,0.327337,0.795313,0.854555,0.510049,1.334636,1.285437
191000,0.127348,0.696211,0.866190,0.461902,1.376113,1.317228
192000,0.240562,0.749375,0.852666,0.520555,1.319129,1.285836
193000,0.266931,0.758795,0.855360,0.514009,1.322729,1.275798
194000,0.371664,0.856551,0.871065,0.434093,1.340826,1.280781
195000,0.335852,0.925874,0.852105,0.526291,1.342469,1.286718
196000,0.237460,0.705275,0.851707,0.531133,1.340275,1.298745
197000,0.163589,0.666451,0.854378,0.505427,1.340969,1.284816
198000,0.355215,0.742742,0.854474,0.511578,1.324807,1.263583
199000,0.508795,1.025175,0.878467,0.407025,1.343444,1.290147
200000,0.359213,0.806053,0.855677,0.510524,1.362465,1.306954
0.8618249893188477
